,nickname,text,score,like,dislike,time,watch_movie
2322,파란마음(yeom****),전 볼만하던데요. 만화 원작인데 꼭 스토리가 탄탄할 필요는 없을듯 볼만합니다.,9,1,1,2020-09-26 18:40:00,0
2323,김택원(ttww****),디즈니가 왜 중국 국뽕 영화를 만드나...,1,1,1,2020-09-26 17:31:00,0
2324,prin****,재밌게 잘 봤음 유역비 ♡♡♡♡,10,1,1,2020-09-26 16:58:00,0
2325,zero****,그냥 보지마!!! 그냥 보지마!!!,1,1,1,2020-09-26 16:33:00,0
2326,lil(lili****),난 원작을 안봐서그런지 재미있었음,7,1,1,2020-09-26 16:12:00,0
2327,jih(jihy****),,10,1,1,2020-09-26 16:01:00,0
2328,젤리밤(yunu****),원작 망치는 ㅈ즈니 수쥰 ㅋㅋ,1,1,1,2020-09-26 14:17:00,0
2329,이쑥쑥(save****),마음이 아프다... 보는 내내 여자라서 어쩌고 하는 것도 불편하고 요즘 사회분위기를 하나도 안맞아요,2,1,1,2020-09-26 13:35:00,0
2330,ahet****,현실과 역사에 찌든 평론가들은 디즈니의 동심을 이해하기엔 역부족. (마녀는 좀 그렇지만 판타지로 이해),9,1,1,2020-09-26 09:23:00,0
2331,aha_****,완전엉터리 영화가 너무이상해요,1,1,1,2020-09-26 08:52:00,0
2332,미쥬마루(gunj****),역대급 ㅆㅡㄹ ㅓㅣㄱㅣ,1,1,1,2020-09-26 08:50:00,0
2333,Yoshi(teri****),예고편에 속았네. 이게 무슨 영화라고... ㅠ,1,1,1,2020-09-26 07:53:00,0
2334,김희찬(coca****),스토리도 엉망연기는 더 엉망개연성은 더더 엉망그냥 ost 볼때 나오는 영상만 봐도 됩니다.,1,1,1,2020-09-26 06:31:00,0
2335,aver****,"킁킁.. 어디서 냄새가 나는데.. 평점 10점 알바 냄새랑,. 킁킁.. 중국 공산당 선전물 냄새랑,. 킁킁 심한 PC주의.. 킁킁 그리고.. 노잼 냄새까지.",1,1,1,2020-09-26 01:37:00,0
2336,힘ㅋ이ㅋ넘ㅋ친ㅋ다ㅋ(wkdg****),와 너무 노잼 리얼 꺼져라,1,1,1,2020-09-25 23:59:00,0
2337,라일락(took****),디즈니만화영화 중 가장좋아했던 캐릭터였으나실사영화중 가장 개연성없는 전개 및 모든 캐릭터들을 잘 못 살려서 너무 아쉬웠네요ㅜ,2,1,1,2020-09-25 22:48:00,0
2338,lem1****,,8,1,1,2020-09-25 22:36:00,0
2339,아메리카노하나요(nami****),"내가 평론가라면 말이죠 ㅋㅋㅋ ""뭐가 그리 심각한가?""",6,1,1,2020-09-25 22:11:00,0
2340,내이름은 조난 당했죠(gyw0****),진짜 별로입니다차라리 OST만 듣는게 별점이 더 높을지도,1,1,1,2020-09-25 21:37:00,0
2341,우주최강한화(qdms****),일어나라! 전사여! ㅋㅋ,1,1,1,2020-09-25 19:37:00,0
2342,diar****,중국몽은 걸러야함 . 재미도 별로,2,1,1,2020-09-25 18:48:00,0
2343,asdf(matt****),쓰레기 그자체 공산당 선전영화,1,1,1,2020-09-25 18:21:00,0
2344,daso****,재미없게 잘봤습니다. 아주 재미없는 무협영화 한편정도로 생각됨,1,1,1,2020-09-25 17:52:00,0
2345,친절한 여우(mrfo****),원작 애니메이션이 훨씬 재밌습니다.이건 완전 돈낭비고 원작에 대한 모욕입니다.,1,1,1,2020-09-25 17:39:00,0
2346,대한민국 만세(jlus****),ㄴㅈ상노잼 개노잼 ㄹㅇ,1,1,1,2020-09-25 17:24:00,0
2347,로또(annt****),디즈니 영화라서 기대 많이 했는데 별로였어요...걸스 캔 두 애니띵+중국 무협영화라고 보면 될 듯;;,5,1,1,2020-09-25 17:12:00,0
2348,anni****,스토리도 없고 구성도 없고 재미도 없고,1,1,1,2020-09-25 17:09:00,0
2349,moos****,정말 다음에 공짜로도 않볼 영화다,1,1,1,2020-09-25 16:33:00,0
2350,blank(iris****),중국은 위대하다 소리지르는 영화같네,1,1,1,2020-09-25 16:32:00,0
2351,사과는애플(kja1****),생각보다 영상미도좋고 재밌었어요 킬링타임으로 딱,8,1,1,2020-09-25 16:31:00,0
2352,다른남자(skmn****),아무생각 없이 보니까 볼만은 했다ㅋㅋ,7,1,1,2020-09-25 16:00:00,0
2353,김장김장(fnvt****),액션 볼거리는 풍부하네요ㅎㅎㅎ,8,1,1,2020-09-24 17:22:00,0
2354,exo(exo_****),뮬란은 어디에? 디즈니 알라딘까지 좋았네.. 향후 인어공주도 보고 싶지는 않아지네,1,1,1,2020-09-24 15:28:00,0
2355,Diva(ir4f****),영화 자체는 아름다워요ㅠ 감동ㅠㅠ,9,1,1,2020-09-24 14:27:00,0
2356,모모(z5c2****),이연걸 얼굴도 오랜만에 봐서 좋았고 영화도 생각보다 재밌어서 만족이요,9,1,1,2020-09-24 14:26:00,0
2357,금구(lees****),노잼 (감상포인트 억지로 설정한거임;;),1,1,1,2020-09-24 14:23:00,0
2358,민트(tosk****),원작감성은 어디가고 남아있는건 그냥 중국무협영화,1,1,1,2020-09-24 14:12:00,0
2359,티그(tgra****),"...만원 작다면 작은 돈이겠지만, 이딴 영화에 만원이라니 너무 아깝다...ㅜㅜ",1,1,1,2020-09-24 14:02:00,0
2360,나이슈(jlov****),만화에 한참 떨어진 수준,2,1,1,2020-09-24 13:57:00,0
2361,알정(kms0****),유역비 너 그러는거 아니다,1,1,1,2020-09-24 13:51:00,0
2362,보노보노(anhj****),영화 전체가 영화 리뷰 보는 느낌.,4,1,1,2020-09-24 10:20:00,0
2363,h750****,진심 보지 마세요. 영상미는 괜찮은데 스토리가  폭망..요새 왠만한 국산영화보다 못해요.알라딘도 실사로 잘만들어서 디즈니라 믿었는데오랜만에 완전실망했네요.,5,1,1,2020-09-24 08:45:00,0
2364,윤일수(seas****),"애니메이션의 감동을 앗아버리는 느낌..교훈도 없고, 결말도 그닥.. 뭐 어쩌라는건지",4,1,1,2020-09-23 17:33:00,0
2365,네이년(chod****),마녀가 왜 거기서 나와~~~~ 마녀가 왜 거기서 나와~~~~,5,1,1,2020-09-23 14:22:00,0
2366,핫둘셋(yjy3****),"아버지랑 재회할때 눈물났어. 솔직히 나는 유역비 좋아해서 본거고, 스토리는 좀 유치하드라.. 그래서 7점줄겡..",7,1,1,2020-09-23 13:43:00,0
2367,최민지(tfba****),실사만의 매력이 분명히 있었던ㅋㅋ 유역비 예쁘더라,7,1,1,2020-09-23 12:47:00,0
2368,폭스(wsdi****),눈호강 귀호강!! 기대보단 나쁘지 않음,6,1,1,2020-09-23 10:38:00,0
2369,루이비통(q11v****),추억의 애니메이션을 이렇게 성인이 되서 실사로 만나는거 만으로도 좋다,8,1,1,2020-09-23 10:36:00,0
2370,헤이걸(m4hi****),애니메이션이랑은 또 다른 느낌으로 재밌었습니다,9,1,1,2020-09-23 10:36:00,0
2371,신하건(ay1a****),특별관에서 한번 더 보고싶다,8,1,1,2020-09-23 10:35:00,0
2372,윤승언(yuns****),하....그리고 감상포인트가없는데 뭘찍어야할지 고민중..,2,1,1,2020-09-23 08:51:00,0
2373,SINCHU(fnzl****),칼맞대는 전쟁얘긴데 피한방울 안나오는 영화..수토리에 개연성이라고는 눈을 씻고 찾아봐도 없는 영화..액션활극인 척 하는 코미디영화..ㅎ 6-7살이 봐도 하품할수도?,2,1,1,2020-09-23 08:41:00,0
2374,sky(skya****),내 댓글 왜 지우냐 네이버야 시진핑핑이 죽여야지,1,1,1,2020-09-23 08:40:00,0
2375,WhitDuck(smj1****),어.... 일단 이번 거랑 원작과 너무 다릅니. 그리고 보는 도중에 스토리가 너무 뻔합니다.. 이 외에 여자라서 넌 전투에 나갈 수 없어를 너무 나도 강조해서 보기가 불편합니다ㅜㅜ 그냥 중국영화 보는 것 같아요,1,1,1,2020-09-23 07:46:00,0
2376,boki****,별점주기가 민망하다,1,1,1,2020-09-23 07:10:00,0
2377,Ko(math****),가족과 함께 보기 좋은 영화가 아니라 시진핑과 함께 보기 좋은 영화,6,1,1,2020-09-23 04:55:00,0
2378,서웨이(wjdg****),free hongkong,1,1,1,2020-09-23 03:40:00,0
2379,현사연(rano****),애니 뮬란은 너무 훌륭한 작품이지만 영화 뮬란은 최악의 작품이다.,1,1,1,2020-09-23 00:23:00,0
2380,단지널사랑해(zups****),"원작과 다르긴해도 영상미나 생동감, 액션 만으로도 충분히 돈 값 하는 영화였어요",9,1,1,2020-09-23 00:08:00,0
2381,개쉐리(xq0e****),설산 전투신은 잊혀지지가 않는다ㅠㅠ,8,1,1,2020-09-22 23:46:00,0
2382,로또(ifa5****),"디즈니스러웠던 따뜻하고 감동적인 영화! 마지막엔 진짜 감동크,,",9,1,1,2020-09-22 23:00:00,0
2383,Kyle Leigh(lesr****),군대가 딱 봐도 100명도 안되고 중국왕조인데...ㅡㅡ 노래장면도 없고 노실전무술... 실망이 크네요애들이 봐도 재미없고 성인이봐도 좀 그렇네요,1,1,1,2020-09-22 22:55:00,0
2384,드라이브(vr2a****),영상미와 음악은 진짜 미쳤다,7,1,1,2020-09-22 22:39:00,0
2385,적포도(vuu4****),푹 빠져서 봤다는건 재밌다는 소리지~,9,1,1,2020-09-22 22:37:00,0
2386,어판자카파(kfgr****),가족이 함께 즐기며 볼 수 있는 영화였어요 가족영화로 추천해요,8,1,1,2020-09-22 22:36:00,0
2387,딸기초코(fpql****),배경에 비해 액션이 너무 소소하고 스케일이 작다. 개연성도 떨어지는 듯 하고... 캐릭터도 의아. 그저 유역비가 이쁨.,7,1,1,2020-09-22 21:50:00,0
2388,Showtime(whld****),,1,1,1,2020-09-22 21:31:00,0
2389,wiz723(jung****),배경이 웅장하고 돈들인 티가 나는 영화,8,1,1,2020-09-22 21:16:00,0
2390,Siwoon(denn****),처음으로 영화 리뷰를 남겨 봅니다. 그냥 이 영화를 왜 만들었는지 의도가 의심 스럽습니다. 만화 원작을 망쳐 버린 영화라고나 할까요. 예매하신 분들의 한숨이 벌써 들립니다.,2,1,1,2020-09-22 21:13:00,0
2391,사나 없이는 사나마나(gras****),,1,1,1,2020-09-22 21:01:00,0
2392,마징가z(zwux****),뮬란이라는 캐릭터에 몰입할 수 있도록 잘 만든거 같네요 잘봤어요,8,1,1,2020-09-22 20:50:00,0
2393,심쿵해(mmzi****),뮬란은 왜 믿지 않냐는 말.. 듣고 폭풍 눈물 ㅠㅠ,9,1,1,2020-09-22 20:47:00,0
2394,기다린다(cirm****),스토리에 집중해서 보다 보니 어느새 끝나 있더라..,9,1,1,2020-09-22 20:43:00,0
2395,phw3****,도대체 뭔지 모르겠음..내용은 중국 액션 전성기때와 다름이 없듯 진부한데 액션조차 보잘것 없네요 평점조작인듯..뮬란 볼돈으로 옛 중국액션 영화를 찾아보는걸 추천합니다 그리고 대사가 영어라서 이질감이 엄청나네요 중국은...,4,1,1,2020-09-22 20:07:00,0
2396,바이라(ifjf****),액션이 진짜 훌륭하고 멋있었어요 재밌게 보고 왔어요,9,1,1,2020-09-22 19:53:00,0
2397,wow(ehig****),아이들과 함께 보기에도 정말 좋네요,7,1,1,2020-09-22 19:52:00,0
2398,리홍다(e3nc****),기존 디즈니 실사 영화들과는 다른 느낌인데 디즈니다운 재미와 감동은 확실히 있네요,9,1,1,2020-09-22 19:51:00,0
2399,루드비히(ghb0****),"별점 5점 준 넘들아 프리 홍콩이다, 공산당 같은 넘들",1,1,1,2020-09-22 19:51:00,0
2400,리정협(hyeo****),ㅈ노잼 이렇게 재미없게 만드는것도 능력이라면 능력이다 ㅋㅋ  홍콩의 민주화를 응원합니다^^,2,1,1,2020-09-22 19:20:00,0
2401,ieee****,문재인이 보고 질질 싸는 영화,1,1,1,2020-09-22 19:14:00,0
2402,금수저(stek****),이거 진짜 디즈니에서 만든 거 마즘? 짱개회사에 외주 준 거 아님?,1,1,1,2020-09-22 19:02:00,0
2403,에이지(cfpl****),공리의 연기에 취햇다..,7,1,1,2020-09-22 18:44:00,0
2404,박미선(wgqi****),숨겨진 내 모습 노래 너무 좋아 수현이 부른게 신의 한수!!,9,1,1,2020-09-22 18:43:00,0
2405,제니퍼(hdvq****),"약간 아쉽긴 했지만 그래도 오랜만에 견자단, 공리등등 배우들도 보고 넘 좋았네요",8,1,1,2020-09-22 18:41:00,0
2406,Sollar00(soll****),피닉스  나올때 마다 어이없어서 웃음나옴ㅋㅋ,2,1,1,2020-09-22 18:38:00,0
2407,AidenLee(siar****),볼거없어 본다지만 초딩 조카들도 피식웃을듯.영상미+유역비 보는거 빼고는 애니를 다 망쳐놨네.노잼.,2,1,1,2020-09-22 18:32:00,0
2408,용s(woen****),ㅠㅠ진짜 배우들 연기나 연출은 진짜 좋은거같은데만화기대하고가면 너무실망함..,2,1,1,2020-09-22 17:38:00,0
2409,위키(aova****),여기 댓글알바 너무 많은데  ㅋㅋ,2,1,1,2020-09-22 16:33:00,0
2410,순찡(jhat****),정치적인 관점이 아니여도 그냥 영화 자체가 졸작임,1,1,1,2020-09-22 16:19:00,0
2411,dyd123(dyd1****),스포일러가 포함된 감상평입니다. 감상평 보기,1,1,1,2020-09-22 16:15:00,0
2412,hero****,스포일러가 포함된 감상평입니다. 감상평 보기,1,1,1,2020-09-22 16:15:00,0
2413,이다현(dian****),진심 안 본 눈 삽니다....영화 보고 화가 나본 건 처음이에요,1,1,1,2020-09-22 16:09:00,0
2414,발레론(nirv****),쓰레기...영화 어릴적보던 뮬란감성 다 무너지게함..,1,1,1,2020-09-22 15:47:00,0
2415,kang****,디즈니영화를 짱깨영화로 만들어놓음...기대했었는데 너무 실망스럽다,2,1,1,2020-09-22 15:33:00,0
2416,비빔국수(dkck****),솔직히 액션만 봐두 돈은 안아까운거 가틈 스케일도 크고,8,1,1,2020-09-22 15:28:00,0
2417,too(znop****),그래도 ㅋㅋ 유역비는 이쁘구만ㅋㅋ,6,1,1,2020-09-22 15:26:00,0
2418,어게인(hmej****),동양적인 느낌의 디즈니 영화라는 점이 상당히 새로웠다ㅋㅋ,9,1,1,2020-09-22 15:21:00,0
2419,루킹(t2no****),수현이 부르는 리플렉션이 감동,8,1,1,2020-09-22 15:20:00,0
2420,금방컴온(aren****),22년만에 이렇게 만나게 되는 뮬란! 그게 실사라 더 좋아!,9,1,1,2020-09-22 15:14:00,0
2421,정혜이(y206****),논란을 떠나서 영화관에서 눈요기 하긴 나쁘지 않았습니다ㅎㅎ,9,1,1,2020-09-22 15:00:00,0
2422,Simpson(redp****),쓰레기,1,1,1,2020-09-21 18:08:00,0
2423,자유를 원해(bcws****),알바는 열일 오지네ㅡㅡ 이게 재밋냐 요즘 뉴스가 더 흥미진진하고 잼나닺,1,1,1,2020-09-21 17:14:00,0
2424,탱차(heok****),스포일러가 포함된 감상평입니다. 감상평 보기,1,1,1,2020-09-21 17:10:00,0
2425,이하준(dncj****),한번들 보세요....,1,1,1,2020-09-21 16:15:00,0
2426,타이거(ljh3****),와 진짜 기대 조금하고 봤는데...실망이 엄청 크네요..스케일 감동 그런거 전혀 없습니다.,1,1,1,2020-09-21 13:56:00,0
2427,금나와라뚝딱(ehig****),생각했던거 보다 재밌어서 놀랐어요...,8,1,1,2020-09-21 13:16:00,0
2428,보헤미안(bphg****),가볍게 보기엔 좋아요~ㅋㅋ,6,1,1,2020-09-21 13:15:00,0
2429,새싹이(choi****),이걸 뮬란이라고 만든건가...,1,1,1,2020-09-21 13:09:00,0
2430,임효빈(hbyh****),원작과 스토리가 다른부분이 있긴 하지만 재밌어요 !!,8,1,1,2020-09-21 13:07:00,0
2431,1도없어(liqi****),기대한 만큼은 아니여도 아쉬운점많은데  그래도 볼만하네요,9,1,1,2020-09-21 12:59:00,0
2432,우힝헹(wodl****),tiwan no.1 짱깨들아 ㅋㅋㅋ 나가죽으렴ㅁ,1,1,1,2020-09-21 12:30:00,0
2433,아슬란(st31****),이연걸과 견자단이 아깝다,1,1,1,2020-09-21 12:27:00,0
2434,와우(hhoz****),Free 홍콩 공산당 불매,1,1,1,2020-09-21 12:02:00,0
2435,한승헌(sun2****),진짜 돈아까운 노잼영환데 중국 댓글부대가 작업치는 느낌,1,1,1,2020-09-21 11:44:00,0
2436,장춘진인(holy****),그냥 옛날에 나오던 시간 때우기용 3류 무협영화다. 디즈니는 스터워즈 갈아버리듯 뮬란도 시원하게 갈아엎었다. 유역비는 연기 고만해야 되겠다.,1,1,1,2020-09-21 11:41:00,0
2437,bub1****,"진심 별1개도 아까워요~^^디즈니에서 만들긴 했겠죠.원작이랑 아.얘. 다른 영화같음.디즈니 실사판 영화 특유의 영상미나, OST가 있어야 하는데,OST~?어떻게 영화내내 OST가 단 한곡도 안나오나요???설정도 지들...",1,1,1,2020-09-21 11:20:00,0
2438,전파마설(syjo****),평점 7점이상 준 애들은 짱깨나 조선족이다 ㄹㅇ,1,1,1,2020-09-21 11:16:00,0
2439,불면증사탕(ceil****),ㅋㅋㅋ 그래도 15만이나 보고 예매2위군요. 남이 죽어나가든 두들겨맞든 지 좋으면 된다는 사람들이 참 많군요. 원작을 사랑했던 사람으로서 이 영화 똥값되도 안 볼거고 티비에 나오면 송출 방송국에 항의할거에요.,1,1,1,2020-09-21 11:07:00,0
2440,ys(dydt****),디즈니 영화지만 믿고 거르세요,1,1,1,2020-09-21 09:51:00,0
2441,움홍항향(leve****),도대체 이걸 왜 보냐,1,1,1,2020-09-21 05:25:00,0
2442,센슈어스(niko****),이거 본 사람들 대부분 조선족과 한국사는 짱골라들임 떼놈들 수를 누가 이기냐 총선도 조작하는 짱골라와 조선족들 중공 바이러스,1,1,1,2020-09-21 02:53:00,0
2443,열대우림(jjsm****),중국홍보영화. 보이콧,1,1,1,2020-09-21 02:06:00,0
2444,feel****,영상미는 역시 디즈니입니다.,10,1,1,2020-09-21 00:23:00,0
2445,위니(winn****),노래가 없다 사이드킥 캐릭터가 없다 하도 찡찡대길래 얼마나 못 만들었나하고 봤더니... 원작 애니보다 훨씬 강렬한 메시지와 서사를 가진 영화였다. 진지한 전쟁 배경 영화에서 갑자기 노래를 부르고 말하는 동물 캐릭터들...,9,1,1,2020-09-21 00:08:00,0
2446,봄(mini****),"볼만하구만, 애니랑 쫌 다를게 만들수도 있는거지. 애니 나온지가 한참됬구만.. 연출하기 힘들었을수도 있고 사정이 있겠지. 그걸 그렇게 물어뜯어야겠냐? 왜자꾸 깍아내리는거지. 알바들 쓰냐? 나는 돈주고 볼만했다. 그냥...",8,1,1,2020-09-20 23:51:00,0
2447,카이나(pirt****),스토리도 좋고 액션도 좋고,8,1,1,2020-09-20 23:28:00,0
2448,나는야 쿠주회(rnwn****),스포일러가 포함된 감상평입니다. 감상평 보기,1,1,1,2020-09-20 23:18:00,0
2449,왓어조크(soun****),개똥 같은 저급한 무협영화. 원작 애니메이션에 대한 모독이자 그것에 대한 좋은 추억을 간직한 관객에 대한 모독이기도함. 조선족이랑 알바들 헛소리에 넘어가서 이걸 보는 실수를 한명이라도 덜 저지르도록 글 남김.,1,1,1,2020-09-20 23:11:00,0
2450,우형찬찬물물(dngu****),디즈니가 이렇게 재미없을 수 있나... 원작과는 동떨어진 캐릭터와 불필요한 인물들을 인위적으로 집어넣음원작이란 굳이 비교안하더라도 개연성이 너무 부족해요 ㅠㅠ,4,1,1,2020-09-20 23:00:00,0
2451,Vin(dlal****),뮬란을 못피했네...,1,1,1,2020-09-20 22:48:00,0
2452,민준(cmj9****),,1,1,1,2020-09-20 22:46:00,0
2453,terr****,재밌다는 애들은 머지?? 그냥 옛날 의천도룡기가 더 재밌겠습니다,1,1,1,2020-09-20 22:44:00,0
2454,bbb(bear****),댓글 알바가 너무 많은 듯,1,1,1,2020-09-20 22:43:00,0
2455,우하항(knit****),짱깨에 관련된 모든것       o   u     t,1,1,1,2020-09-20 22:37:00,0
2456,kim(kims****),댓글알바 너무 많다ㅋㅋ,1,1,1,2020-09-20 22:22:00,0
2457,재롱엄마(rabb****),믿고보던 디즈니였는데... 넘 실망입니다.. 제가 좋아했던 애니메이션을.. 연출도 스토리도 다 중국 영화를 만들어놨네요..,1,1,1,2020-09-20 22:07:00,0
2458,지리산(kimi****),그냥 만화로 보는 걸 추천,1,1,1,2020-09-20 20:32:00,0
2459,도마뱀(ehak****),애니메이션과 모든 면에서 비교된다 재미도 없다,1,1,1,2020-09-20 20:19:00,0
2460,ome1****,이걸 굳이 영화관가서 돈주고 보냐;;그렇게 보고 싶으면 해적판 봐라 제발... 이런거라도 불매운동 하자;;,1,1,1,2020-09-20 19:38:00,0
2461,Usericon(jsga****),빨갱이년,1,1,1,2020-09-20 18:37:00,0
2462,zeus****,미취학 아동용. 표정없는 뮬란,1,1,1,2020-09-20 18:30:00,0
2463,khaki(khak****),잘만든 애니메이션 망쳐놓은 느낌. 배경이 구시대가 아니라 연출이 구시대적 ...안타깝다 ㅠㅠ,1,1,1,2020-09-20 18:28:00,0
2464,투트랙(agor****),이런게 영화라고 평점 알바 드럽게 많네,1,1,1,2020-09-20 18:06:00,0
2465,영혼기병(zxfl****),이딴영화가 평점이8점대라니..디즈니에서 만든게 맞나싶네.,1,1,1,2020-09-20 18:05:00,0
2466,박지현(pjhy****),스토리에 개연성이 너무 없고 주제의식이 파괴되어서 실망스러웠음,1,1,1,2020-09-20 18:05:00,0
2467,롤롤로(livi****),ㅁㅁㅁ짱개주연 ㄴㄴㄴㄴ,1,1,1,2020-09-20 17:36:00,0
2468,Wolfne(hjsj****),올해 본 영화 중 반도 보다 재미없었음,1,1,1,2020-09-20 17:33:00,0
2469,아미에라(nine****),뮬란은 중국 한족이 아님. 북방 유목민족. 공산짱깨 박멸. Uyghur no.1,1,1,1,2020-09-20 17:29:00,0
2470,ㅋㅋㅋㅋㅋ(anjs****),정말 재밌었습니다 다른사람들도 꼭 보고 저랑같은 평을 주길바랍니다.,1,1,1,2020-09-20 17:07:00,0
2471,이선생(chas****),알라딘 미녀와야수 생각하고 보시면 엄청나게 실망하실꺼에요...,1,1,1,2020-09-20 17:02:00,0
2472,예쁜거좋아하는혜린찌(shin****),디즈니 영화가 왜 싼티나요..?,1,1,1,2020-09-20 16:59:00,0
2473,사모예드(jnbt****),아 존나 재미없네 그나마 통신사 무료였어서 다행이다 몇시인지 계속 확인하게 만드는 영화,1,1,1,2020-09-20 16:53:00,0
2474,제리감사(sw10****),정말 재미없네요...원작에 절대 못미치고디즈니 실사치고 정말 별로에요...,1,1,1,2020-09-20 16:47:00,0
2475,drum****,정치적 논란을 떠나서 스토리가 너무 밋밋하고 개연성이 부족합니다.,1,1,1,2020-09-20 16:40:00,0
2476,Day(fpqd****),스포일러가 포함된 감상평입니다. 감상평 보기,1,1,1,2020-09-20 16:34:00,0
2477,파고다(pago****),영화후기조작알바가 정말 존재하는 건가원작의 감동을 이런 식으로 박살내버리네본래 뮬란은 연약한 소녀인데 PC주의패미니즘에 빠져 원더우먼으로 그려냈음 여자가 감독하면 안 된다 분위기는 뮬란이 아니라 페르시안왕자를 보는 ...,1,1,1,2020-09-20 16:31:00,0
2478,Nam(iam_****),도대체 살면서 어떤 영화를 봐왔길래???? 10점을 주는 사람이 있는거지??ㄷㄷ내가 봤던 최악의 영화 중 탑 5위 안에 드는데? 거의 피라냐급,1,1,1,2020-09-20 16:17:00,0
2479,Rbd66(jodb****),교훈 : 후기를 읽고 영화를 예매하자,1,1,1,2020-09-20 16:10:00,0
2480,인생종말론자(appl****),C급 무협지 그 자체재미도 없고 스토리로 망이고,1,1,1,2020-09-20 15:59:00,0
2481,jun(jung****),배우문제를 떠나서 재미가 ㅈ도 없음,1,1,1,2020-09-20 15:44:00,0
2482,민규(cmk_****),홍콩 민주화를 지지합니다,1,1,1,2020-09-20 15:38:00,0
2483,귤(jina****),개별론데 걍 짱깨영화 돈 아깝다,1,1,1,2020-09-20 15:32:00,0
2484,mm86****,이런 영화가 평점 8점이라는게 더 믿겨지지가 않는다,1,1,1,2020-09-20 15:23:00,0
2485,imst****,10점주는 애들 조선족이거나 짱깨임 한국인이면 걍 ㅄ이고,1,1,1,2020-09-20 15:20:00,0
2486,하늘아래(pc90****),우한폐렴으로 나라 개박살 났는데 아무리 디즈니지만 이런영화 보고싶냐? 부끄러운줄 알아라!!,1,1,1,2020-09-20 15:16:00,0
2487,까사(calv****),유역비는 이쁘고 봉황이 멋있네,8,1,1,2020-09-20 14:47:00,0
2488,cap1****,스포일러가 포함된 감상평입니다. 감상평 보기,1,1,1,2020-09-20 14:31:00,0
2489,공격기혁(wils****),짱깨 알바들 평점세탁해놓은거보소 ㅋㅋㅋㅋ 조선족바퀴벌래들,1,1,1,2020-09-20 14:29:00,0
2490,박의성(kkma****),디즈니 스러움은 모두 걷어낸 중뽕영화,1,1,1,2020-09-20 14:16:00,0
2491,hugg****,이딴 영화 보는 개념없는 것들은 도대체 뭐냐....공산주의  전체주의 인권탄압 폭력정부 지지자들인가,1,1,1,2020-09-20 14:02:00,0
2492,곰돌곰돌(wang****),이걸 돈내고 보면 바보....,1,1,1,2020-09-20 13:37:00,0
2493,금평리 정소담(cosy****),이딴걸 누가돈 주고 봅니까,1,1,1,2020-09-20 13:29:00,0
2494,davi****,중국껀 안봐....코로나 시국에 누가 중국껄봐;;,1,1,1,2020-09-20 13:23:00,0
2495,NO Name(sat3****),Free Hong Kong Free Tibet Taiwan no.1,1,1,1,2020-09-20 12:49:00,0
2496,H zzang(dogi****),"영화 종료후 정작 남는건 아무것도 없고,문제는 영화에서는 신뢰,거짓말등등 도덕적인면을 부각 강조하지만,지들 나라는 우한바이러스를 전세계 퍼트리고 책임지는 모습은 아무곳에도 없다.쓰레기 나라중공",1,1,1,2020-09-20 11:39:00,0
2497,꾸리(dnjs****),알바들 평점조작 역겹네 ㄹㅇ,1,1,1,2020-09-20 11:12:00,0
2498,qat3****,고대판 엽문보고 온 느낌ㅋㅋㅋㅋ,8,1,1,2020-09-20 10:52:00,0
2499,꺼어어어어얽(qkdn****),이영화의 평점이 8점이 넘는것에 경악했다,1,1,1,2020-09-20 08:19:00,0
2500,우판(hibo****),내가 사랑한 애니메이션 ‘뮬란’ 을 돌려줘... 피아노줄이 보이는 거 같은 어색한 견공이 난무하는 잘 못 만든 무협영화로 변질... ‘마녀’는 또 뭐지? 왜 사랑스런 감초 ‘무슈’를 빼고 어울리지도 않는 마녀를 우겨...,1,1,1,2020-09-20 08:01:00,0
2501,Ellie(arry****),뭐 최악의 영화라 할말이 없다감독은 그 많은 시간과 예산 그 좋은 스토리로 이런 쓰래기를 만들었나? 보다가 중간에 잤다. 스토리 개연성도 없고 지루하고 허접한 최악의 영화 평점 높게 준분들 디즈니가 돈 뿌렸나???좀...,1,1,1,2020-09-20 07:53:00,0
2502,숙련(tnsq****),중국만을 위한 중국스런 디즈니 영화,1,1,1,2020-09-20 04:55:00,0
2503,jwka****,갑자기 견자단님나와서 무술가르치셔서엽문 5인가 햇네요ㅋㅋ,6,1,1,2020-09-20 03:59:00,0
2504,킬베로스(peps****),이게 영화냐 도무지 이해가 안간다,1,1,1,2020-09-20 03:56:00,0
2505,혀니(ksh3****),이질감이 들었습니다,1,1,1,2020-09-20 03:52:00,0
2506,dbdhksdn(gree****),이게 호불호가 갈리냐? 당연히 불호지 ㅋㅋ,1,1,1,2020-09-20 03:29:00,0
2507,광화문에서(rlfe****),이게 뮬란이냐..걍 쓰레기,1,1,1,2020-09-20 02:41:00,0
2508,황성미(soph****),왕이 이연걸인줄은 나중에 알았음..ㅋ,8,1,1,2020-09-20 01:53:00,0
2509,chyw(deux****),평균평점 너무높다..조작인듯..,1,1,1,2020-09-20 01:48:00,0
