,nickname,text,score,like,dislike,time,watch_movie
976,왕따거부(meta****),‘입 좀 조용히하세요’가 기억에 남는다,8,0,1,2020-07-07 06:55:00,0
977,은채맘(essa****),별하나가전분데  어케 7점이 넘지;;;;,1,0,1,2020-05-20 11:06:00,0
978,장나윤(smil****),평점 남기는 것들 그렇게 역겹다 더럽다~ 이렇게 적을거면 애초에 역겨운 영화를 왜 본거야? 돈쓰고 시간쓰고? ㅋㅋㅋ하여간 이상한것들 많다,2,0,1,2020-05-01 13:43:00,0
979,헤루미(heyl****),ㅋ....뭥미? 시간낭비...,1,0,1,2020-03-21 18:30:00,0
980,coverture(jin0****),도대체 뭘 말하려는건지 모르겟다 시간 아까움,2,0,1,2020-03-15 02:50:00,0
981,뚜찌(dudd****),영화 창의적 기법은 좋은데 정말 변명하는거 같다 감독이 영환 참 잘 만진다는 생각들게 한 작품이긴함,4,0,1,2020-02-10 07:19:00,0
982,hips(dkan****),머리기 깨질꺼 같다. 자세 돌아보면 얼굴값 하는 놈들만 만나서 후회하는 것인가. 아니면정재영이 하는 역활을 만나는 것이 좋은가 답은 정재영이다. 썩어빠진 세상은 사랑하는 여자에게 그런소리 들으면 잡혀산다 이딴말로 꾸...,7,0,1,2017-11-29 09:32:00,0
983,힐리우스(jazz****),아직도 사랑을 찾고 있니 ?,7,0,1,2017-10-09 10:02:00,0
984,전상현(rkfk****),못봤다네나는 바보인가,6,0,1,2017-07-21 12:45:00,관람객
985,feel****,그냥그냥그냥그랬음..,7,0,1,2017-05-03 15:15:00,관람객
986,쪼꼬(si45****),마음이 아려요...연기가 너무 좋네요,10,1,2,2020-08-21 20:03:00,0
987,또릿(fm07****),"왜 김민희가 홍상수를 사랑할 수 밖에 없었는지 알게 해준 영화. 논란과 구설수를 떠나 영화 자체만을 보았을 때 , 누가 봐도 거장의 작품이다.",10,1,2,2020-08-14 05:47:00,0
988,step****,"외국,,특히 유럽감독 배우들이 바람피는건 능력이요 일상이라고 생각해주는게 시크라고 생각하는 좃미개 허세코리언들이 여기와서 개념행세 지적질중ㅋㅋㅋㅋ",10,1,2,2020-06-09 16:40:00,0
989,김기석(tl21****),음악 좋네. 그런데 영희야 너 그렇게 안 예뻐.,6,1,2,2020-03-21 07:39:00,0
990,로셀리나(samw****),감독의 김민희에 대한 헌정영화인가?조연들의 여주인공에 대한 찬양은 못봐줄지경이고 감독의 예술세계를 이해못하는 나같은 관객은 무시당하는 그들만의 영화임그리고 창문닦는 남자 정체 뭔지..,1,1,2,2020-03-15 20:54:00,0
991,겨울눈꽃(jwch****),불륜 개인사는 둘째치고 내용이 두서없는데다 대사도 넘 허접하고 진짜 대학생들이 만든 줄... 김민희 연기도 넘 어색하고 국어책 읽는 것 같던데 여우주연상 준게 이해가 안감. 유치한 김민희 찬양도 그렇고 돈내고 봤으면...,1,1,2,2020-02-28 15:16:00,0
992,스미스(hhch****),하루하루가 지옥이고 후회로 살고있다 내일 당장죽어도 괜찮다,2,1,2,2018-12-01 21:19:00,0
993,데이즈(dayz****),그냥 어쩌다가 보았다. 공감한 대목은 딱히 없었으나 진정 '사랑'이 무엇인지에 대해서는 다시 생각해보게 된다,6,1,2,2018-01-22 16:05:00,0
994,Alicia_H(flyy****),그들에 사랑을 이해할순 없지만 사랑=고독 그것을 설명하고 싶어하는 그리고 김민희를 위해 그녀의 말을 조금은 들어달라는 .. 맞아요 우리가 사랑을 줄수 있는 사랑을 받을 자격이 있는 사람이 몇이나 있겠어요 정답은 없죠...,7,1,2,2017-11-24 03:11:00,0
995,미겨노(allr****),후회도 계속하다보면 달콤하다 키아~ 역시 영화는 맥주랑 담배피면서 봐야돼 ㅋ 극장가서보면 개짜증,8,1,2,2017-10-06 23:05:00,0
996,ppod****,둘이 찍은 영화는 니 둘이나 봐라~~ 웩~,1,1,2,2017-10-01 20:10:00,0
997,동현(lala****),똥이야 이건 비정상이지,1,1,2,2017-10-01 16:16:00,0
998,아줌마(12aj****),정상적인 마음으로 영화 찍어주시길..,1,1,2,2017-08-19 04:00:00,0
999,kasun(tcat****),정말 의미없는 영화. ㅆㄹㄱ,1,1,2,2017-08-05 17:20:00,0
1000,그분(mink****),그냥 아는 사이와 꿈에서까지 보는 사이의 간극,7,1,2,2017-07-26 13:29:00,관람객
1001,마돈나(jodo****),홍감독은자기멋대로영화찍어서좋고배우들은거기멋들어연기해서좋고이상하지만유일한영화라좋다평범하고뻔한상업영화는얼마든지쏱아져나오고이젠질린다이런영화하나쯤은있어도괜찮다그리고김민희랑권해효연기참잘한다,8,1,2,2017-07-18 00:25:00,0
1002,최지원(choi****),"뒷걸음질쳐도 소용 없는, 해변에서 밀려드는 사랑들.",4,1,2,2017-05-28 01:17:00,관람객
1003,soo(dlsd****),영화의 의도는 모호하지만 지금 이 순간에도 세상엔 다양한 일이 일어나고있다. 영희가 너무 가엾고 안타깝지만 참 씁쓸한 영화임이 틀림없다.영희가 말한 '사랑받을 자격'이란 무얼까.,6,1,2,2017-05-20 23:36:00,0
1004,바(d2pa****),오마이갓 영화가 화면이랑 음악이 왜이러는거지.... 잠온다..,1,1,2,2017-05-13 01:56:00,0
1005,용용(cywo****),"매순간 욕망에 쫓겨다니면  거짓 욕망이 너를 앗아가고, 욕망과 동석하게 되면 욕망은 너를 담담히 바라볼 것이며, 욕망과 마주할줄 알게되면  그 욕망은 웅크려 있던 너를 새로운 방향으로 일으켜 세워 주리라.",7,1,2,2017-05-07 01:57:00,0
1006,꽃순이(mung****),외롭거나 자유롭거나솔직하나 알지 못하겠다그래서 매력적인 그녀,10,2,3,2018-08-27 13:56:00,0
1007,Lineagevibe(love****),내로남불 잼 참나 좋 거쑤,1,2,3,2017-12-14 18:12:00,0
1008,돼지바(tong****),처음부터 끝까지 영화가 참 외롭다. 외로움이 뚝뚝 묻어난다고나 할까. 모든 등장인물들이 흡연자. 감독은 담배로 뭘 말하고싶었을까. 대본없이 즉흥대사들이 아니었을까싶은 생각도 들었다. 영희는 왜 사랑하는데 모두 다 자...,5,2,3,2017-12-09 10:23:00,0
1009,sinb****,홍상수는 감정의 미시적 국면을 연구하는 철학자 .,8,2,3,2017-12-01 03:44:00,0
1010,제프포카로(toto****),내용이 참 더럽다. 지들 불륜짓을 합리화 시키려고  배우들이 옹호하는 역할하며 이따위 영화가 수상을 한다는거에도 웃긴다. 다들 OO같다.,1,2,3,2017-10-17 13:15:00,0
1011,쪼블리(pink****),만든것들이나 출연하는것들이나ㅡㅡ쯧쯧. 1점도 아깝다,1,2,3,2017-10-15 00:59:00,0
1012,threefilies(samp****),평점이나 리뷰 잘 안다는데 정의감에 불타 평점 깎으러 왔어요.,1,2,3,2017-10-02 10:00:00,0
1013,카투사가고싶어(sw88****),홍상수의 영화현실자아이상생각갈등,8,2,3,2017-08-19 18:40:00,관람객
1014,면정학(funk****),야한장면 나오나요? 전문용어로 베드씬  나와요?,10,2,3,2017-08-04 21:27:00,0
1015,오로라문(m988****),둘 따로는 매우 최고봉이다 민희와 홍감독 훌륭한 배우고 감독이다 그러나 함께하니 몰입에 방해된다 차라리 불륜사실 모르면 나았을까... 영화에 고스란히 자기를 담아내는 이것 또한 명감독이라고 할만하다 함께여서 더 좋은...,5,2,3,2017-06-22 19:00:00,0
1016,바로잡기(m_pe****),아름다운 김민희를 여자 홍상수로 만들어놓다니 네이노옴~~~,1,2,3,2017-06-01 11:54:00,0
1017,꼬리뼈(rlat****),후회란것이 안하고싶다고 되는게 아니잖아.,9,2,3,2017-05-26 13:15:00,관람객
1018,gobo****,영화 외적인 것과 별개로.. 김민희 연기가 물이 올랐네.. 연기가 아니어..서?,8,2,3,2017-05-19 11:43:00,0
1019,구라마왕(liho****),홍상수(감독)가 김민희(배우) 를 위로하는 방법,7,2,3,2017-05-17 18:12:00,0
1020,신(wys8****),영화 자체만 두고 봤을때는 꽤 흥미롭게 봤다. 여러 생각도 들고. 그리고 남 욕할 정도로 다들 깨끗한걸까..?,7,2,3,2017-05-12 01:28:00,0
1021,떠나보까(kill****),"사실과, 궤변과, 그리고 그들의 자학 코미디(PPL로 웃기지만 음주운전은 노노)",6,2,3,2017-04-29 11:06:00,0
1022,정화의샘물(love****),그래도홍상수감독은일상의천재다꿈이현실같고현실이꿈같다여주인공의감정을너무나잘읽은영화다른말은많지만영화는영화로보는게나도영화를보는입장에서맞는것같다.끝나고가슴멍해지는그런느낌이좋았다김민희씨의연기도오버하지않는자기살색같은연기였다생각해...,7,2,3,2017-04-14 00:14:00,0
1023,김성민(ksm2****),메소드 연기를 능가하는 자기실현 연기또다시 진화한 홍상수의 변명,8,2,3,2017-04-13 16:43:00,관람객
1024,joas****,자기변명적 영화? 여전한 홍상수식 영화,6,2,3,2017-04-07 23:06:00,관람객
1025,NPS_PlotNew(kgse****),홍상수에게 속은 느낌.,5,2,3,2017-04-03 01:28:00,0
1026,misooon(flor****),검정모자는무슨의미인지?,5,2,3,2017-04-01 09:41:00,0
1027,Eiri(eiri****),불륜을 하든 뭐든 상관없지만 그걸 사랑으로 정당화 시키는 변명. 김민희 연기는 인정하겠지만 영화 자체도 그동안의 홍상수 영화들에 비해 더 좋은건 없는듯하다.,5,2,3,2017-03-28 22:52:00,0
1028,국제거품 개크보(leet****),예술과 사랑을 위해 포기해야 하는 것들,5,2,3,2017-03-28 19:07:00,0
1029,좀비머쉬맘(dico****),잘 만든 영화입니다. 참 잘봤어요,10,3,4,2019-08-12 18:15:00,0
1030,ad(ditl****),인생의 말로도 제목따라갔으면... 밤의 해변에서 혼자,1,3,4,2019-04-25 01:02:00,0
1031,곰탱이(slee****),지 불륜을 미화시키기 위한영화. 눈 썩는줄,1,3,4,2019-03-18 01:01:00,0
1032,초시(nice****),ㅡㅡ 일단 재미가 없어서 다 보는게 고역인 영화 자전적 내용 일기는 일기장에 ㆍㆍ그리고 연기 나만 이상한가요 억지스러운 톤 몰입 안되고 국어책 읽는것 같아요 보다가 흉내내봄 ㅋ 내가 연기해도 되겠다 이러면서 아 촌스...,2,3,4,2019-01-29 02:27:00,0
1033,HSteal(uhc2****),예술을 이용하는구나 토나온다,1,3,4,2017-11-10 16:20:00,0
1034,젼아빠(kizz****),예술과 꼴깝을 구별을 못하는건지 지가 한게 예술이라고 생각하는건지 이렇게 잘살다가 둘중하나가 다시 바람나서 떠나갈때 상대방이 어떤말을 할지 진짜 궁금하다  사랑은움지이는거니깐 잘가 이런까 ? 풋!ㅋㅋ,1,3,4,2017-10-08 20:08:00,0
1035,달빛별빛(syh1****),상처주는 방식도 여러가지인듯.그잘난 사랑. 김민희가 늙은 할망구였으면 그리 러브러브했겠어. 홍상수 첨부터 결혼이라는걸 하지 말았어야 할사람이다. 김민희 대사중 사랑에 대해 논하는 꼬라지 보자니 화가 치미는건 나만 그...,1,3,4,2017-07-17 04:46:00,0
1036,ds1a****,깔 끔하고 단아한 마무리,8,3,4,2017-05-05 20:03:00,관람객
1037,코순이(zhen****),묘하게 빠져든다 연기는 정말 잘하는것 같음,8,4,5,2018-08-22 13:12:00,0
1038,천명(sueb****),홍상수와 김민희가 말하는 그들의 사랑이야기,8,4,5,2018-06-19 18:34:00,0
1039,흐밍(ysh2****),달콤한 후회와 그리움...,9,4,5,2017-06-30 13:24:00,관람객
1040,시아천사(siaa****),"영희의 세상에는 포장지가 없다. 본질을 숨기지 못하기에 영희가 겪는 세계는 생생하고 그만큼 풍부하고 그만큼 고통도 깊다. 무딤, 그 자체가 누군가에게 폭력적이 될 수도 있구나 싶다.",8,4,5,2017-05-03 15:48:00,관람객
1041,데짱(doll****),이번 홍상수영화엔 별로 유머가 없었다. 전작들에선 간혹 피식피식 웃음이 나왔는데 여기서는 민희가 버럭소리지르는 것과 콩 클로즈업 외에는  재미적인 요소가 없더라. 여우주연상은 왜 줬을까 의문드는 영화. 좀 더 특별한...,7,4,5,2017-03-27 13:00:00,0
1042,만슈타인(blue****),여배우 기근인 우리나라에서 김민희의 횟집 연기신을 볼 수 있어 행복했다,10,6,7,2019-03-27 22:56:00,0
1043,초코파이(bara****),대한민국 부부중 10명중 8명은 지금 딴년놈들이랑 모텔 가고 있어 그건 아냐? 이런 OO들아 ㅎㅎ,10,6,7,2018-08-26 14:44:00,0
1044,보보스(arca****),2017년 본 한국영화 중에선 그나마 가장 괜찮다. 그들을 그냥 사랑하게 놔둬 제발 좀. 주제넘게 감히 남의 사랑을 비판하려 들지 말고. “사랑 받을 자격도 없는” 가식덩어리들아.,7,6,7,2018-01-04 08:08:00,0
1045,화난(woal****),사람은 미워하되 작품은 미워하지 맙시다,9,6,7,2017-12-31 14:24:00,0
1046,수정공주(hanl****),김민희 연기 잘한다. 좋은 영화,10,6,7,2017-06-25 14:06:00,0
1047,moon(3moo****),블륜이라고 보이도않고 판단하네 ㅋㅋㅋ 이병헌 걔나오는건 잘만보드만 다들ㅋㅋ 작품성과인성은 별개로봐야된다매 ㅋㅋㅋ 모순적인거봐라,10,7,8,2018-12-19 04:53:00,0
1048,샤이닝(supe****),소박하게 만든영화인듯 한데도 빠져들던데요?작품을 작품으로만 보면 되지~ 뭘 이리 야단일까요,10,7,8,2017-11-19 20:52:00,0
1049,오우오우(kayd****),재미있게 보았습니다. 그정도 욕을 먹었으니 이정도 변명은 해도 되는 것 아닌가요. 문성근씨 나오는 시간은 짧지만 역시 마음을 울리는군요. 김민희씨 더더욱 멋진 배우가 되어주시길.,8,7,8,2017-03-27 17:11:00,0
1050,elek****,자기비판적이지 못한 사람,7,7,8,2017-03-26 21:35:00,관람객
1051,나야(rout****),음..이번 건 영화제 수상과 노이즈 마케팅 덕에 다소 과대평가된 느낌. 아니라고 부인했지만 결국 자신들의 이야기 ㅋㅋ,6,8,9,2017-03-26 07:15:00,0
1052,쿤데라(lupi****),비겁하다고 할 수 없는 방식으로 비겁함을 변호하는 비겁함,9,9,10,2017-03-29 23:13:00,관람객
1053,dams****,김민희가 담배피며 노래부르는 장면.,10,11,12,2017-04-13 16:42:00,관람객
1054,yeon(gomc****),김민희 정말 보석같은 배우네요.. 잘봤습니다. 두 사람이 사적인 관계 없이 그저 감독과 배우의 관계였다면 더 많은 사람들이 김민희의 연기를 사견 없이 볼 수 있었을텐데 하는 아쉬움이 남아요.,10,12,13,2017-04-10 14:10:00,관람객
1055,최혜빈(gpql****),개인적으로 너무 좋았던 영화..,10,13,14,2017-04-25 14:06:00,관람객
1056,yeon****,그냥 좋았습니다. 객관적으로 보려고 궂이 노력하지않아도 좋았던 영화입니다.,10,14,15,2017-04-26 02:18:00,관람객
1057,톤토(053s****),그래...이게 사랑이지...이게 인생이지 하고 싶은거 하면서 그렇게 살아야지.,10,19,20,2017-04-04 00:59:00,관람객
1058,본재님(bonj****),역시나 이렇게 꾸준함을 유지하는것은 멋진것이지,10,24,25,2017-03-26 20:52:00,관람객
1059,8949(unoe****),먼데 다들 역겹다카제.. 궁금하노,5,0,2,2017-10-08 23:57:00,0
1060,woooooool(yewo****),ㅇㄴㄴㄴ차아나냐터처변명영호ㅓ,5,0,2,2017-04-28 15:16:00,관람객
1061,까르냥(tpdm****),똑같은 아픔을 겪기를 .동정도 기대하지마라,1,1,3,2017-10-13 23:16:00,0
1062,워더링(jodf****),보고싶지도 않다 무조건,1,1,3,2017-08-31 20:37:00,0
1063,인강도사(soso****),김민희씨의 영화감독을 보고감동을 보고심심함을 더보고,8,1,3,2017-08-04 11:15:00,관람객
1064,유조(befr****),솔직학고 중요하게 집중할수 있게 해주기는 어렵다,8,1,3,2017-07-19 02:10:00,0
1065,꿈나라(lkw6****),봣다 혼자서.. 김민희와 감독이 대중들에게 하고싶던이야기와 그들의 솔직한 마음을 작품속 영희 외 모든사람이 대변해 주고있다. 그래도 불편한건 어쩔 수 없다. 김민희 다른 작품에서 많이보고싶다. 물론 여기 출연진분들도...,7,1,3,2017-07-14 13:43:00,0
1066,kheron2(hero****),"하찮은 것을 하찮게, 소중한 것을 소중하게 대하는 것에 대한 표현이 좋았습니다. 그러나 감독 본인의 자기합리화는 받아들이기 어렵네요.",8,1,3,2017-07-09 22:49:00,0
1067,강치(pipi****),스스로 내안에서 죽여버리려고 하는 사랑이라는 감정의 아픔을 그 비릿함을 나도 모르게 떠올려버리게 하는 영화,8,1,3,2017-06-13 02:11:00,0
1068,pooh****,현재 자기반영적인 영화를 찍는 감독이 몇이나 될려나...,7,1,3,2017-05-28 08:09:00,0
1069,까마구(muss****),사랑은 답이없습니다 한국이란사회서 욕먹을짓이지만..서구서는 다받아줄 이야기인듯 사랑하는데 머가죄인가요?인간의욕망은 사랑을 갈망하고있는건 당연한거인듯 홍상수라는 감독은 정말싫어하지만 사랑이란 감정은 그자체로 인정함 둘...,7,1,3,2017-05-27 00:50:00,0
1070,준희(jjjh****),홍상수 김민희 왜그랫어,7,1,3,2017-05-21 16:16:00,관람객
1071,wint****,색안경을 끼고 보지말고 이야기를 담담하게 전달하는 시선으로 보면  나름 좋은 영화라 생각한다.,8,1,3,2017-05-05 16:48:00,0
1072,섭섭(shin****),제발 평론가들이 알아들을 수 있는 언어로 평을 써 줬으면 좋겠다. 그냥 OO들 같다.  제발좀 OO.,7,1,3,2017-05-01 01:55:00,0
1073,케이빈(bbai****),"오글 한숟갈, 인간미 두방울, 철학 한방울.",6,1,3,2017-04-30 11:02:00,0
1074,니나노(105d****),홍상수가어엄청빠진듯,4,1,3,2017-04-15 23:36:00,0
1075,indiego(indi****),허기진 그녀는 무엇으로 채우려 할까. 우리는 모두 '자격'있는 사람일까?,8,1,3,2017-04-15 06:36:00,0
1076,duat****,영화만 안보이네요..각자의 몫인가..,7,1,3,2017-04-09 19:23:00,관람객
1077,무덤지기(ka18****),사골. 이제 식상하다.,6,2,4,2019-05-04 01:17:00,0
1078,스더(migi****),예술이 현실을 반영해? 느그들은 예술을 할 가치고 자격도 없어 버러지같고 더럽고 상종해서도 안되는 놈들. 너무 추잡스럽고 같잖고 역겨우면서 비위가 상하는 두 짐승임. 본능에만 충실해? 그런건 짐승도 해. 짐승과 다를...,1,2,4,2017-11-10 16:14:00,0
1079,김두한(lets****),홍상수 영화중 가장 몰입이 좋았다.,8,2,4,2017-10-24 22:03:00,0
1080,lajiel777(laji****),무슨 말이  하고 싶은 걸까..,1,2,4,2017-07-04 02:04:00,0
1081,budc****,영화를 보기 전까지 가십으로 부정적이었던 생각들이 파도처럼 씻겨져갔다. 사랑이란 무엇일까 우리를 구원하는것일까 파괴하는것일까.. 마음속에 구멍이 생기는 것일까 매꾸어지는 것일까.. 그 모든 물음에 대한 세련되고 솔직...,8,2,4,2017-06-14 01:23:00,0
1082,임스타(dlar****),김민희양은 홍상수의 어떤 면에서 뿅 갔을까?ㅋ,5,2,4,2017-06-03 17:21:00,0
1083,Happiness(baba****),너무 많은 얘기가 나온 영화.담담히 보았다,7,2,4,2017-05-30 13:26:00,관람객
1084,얌석(yams****),김민희. 몰입. 열자.,8,2,4,2017-05-24 20:11:00,관람객
1085,교이(q1k2****),난 안 기다려 자기가 오고싶으면 오겠지,9,2,4,2017-04-16 00:10:00,관람객
1086,이수진(kong****),좋았습니다 영화일 뿐이라 했지만 현실을 떠올리지 않을 수 없긴해도.,9,2,4,2017-04-15 19:22:00,관람객
1087,circur(dill****),보는내내 상수형이  나이들었다는 생각만 들어 슬펐다.,5,2,4,2017-04-14 06:48:00,관람객
1088,여행자와 몽상가(bdgw****),결국 나답게 살겠다는 외침. 공허하게 울려퍼지지만 의지는 퍽 굳세어 보인다. 쓰러졌다가 일어나 홀로 해변을 꾸역꾸역 걸어가는 뒷모습은 처연하지만.,8,2,4,2017-04-13 17:12:00,0
1089,skh(thdr****),보이지 않는 것에 대한 치졸한 변명,6,2,4,2017-03-31 14:37:00,0
1090,낮물고기(1509****),뭐야..예술성까지 영향받는구나 영화에 화가 보인다 그냥 구구절절 자기위로 쓴 일기장같네 . 공감하고 연기한 배우들도 대단하다.,1,3,5,2019-08-30 12:22:00,0
1091,Le garcon 그 소년(sang****),"예술을 해보고 예술에 대해서 왈가왈부하는 건지. 물론 누군가에게 상처를 준일은 안타깝고 용서 받을 수 없는 일이지만, 사랑의 감정이 당신들은 그렇게 쉬웠나? 꼰대 같군. 남의 인생사에 오지랖 들이십니다.",9,3,5,2017-11-10 14:25:00,0
1092,dhru****,"자기쉴드용 영화같은 느낌이 물씬, 하지만 홍상수 영화 자체로서만 생각해 본다면 손가락 안에 들만한 작품.",8,3,5,2017-06-11 13:35:00,관람객
1093,집시(yama****),골때리는 김민희의 매력,8,3,5,2017-05-09 19:46:00,관람객
1094,Ohnaughtyboy(ohna****),결국엔 나답게사는거야.,8,3,5,2017-04-30 15:40:00,0
1095,ㅁㅅㄹ(myso****),근데 김민희는 왜이렇게 소리를 지르나요...ㅋㅋ같이 술먹기 너무 싫은 스타일이당...,2,4,6,2019-02-07 04:47:00,0
1096,마리뽀사 케이크(posh****),생각이 많아지는 영화. 홍감독의 영화는 늘 관객에게 숙제를 준다는 점이 참 좋다.,8,4,6,2018-07-12 22:40:00,0
1097,milk****,그둘의 경험담이아닌 창작극이었더라면...김민희의 짜증스럼움이 실제로 다가가와서 더욱 짜증스러웠다,7,4,6,2018-05-19 10:53:00,0
1098,j730****,최고여써요~^^다들보시길..감동^^,9,4,6,2017-12-26 11:06:00,관람객
1099,lock****,많이들 보세요..졸라 꼴리네.,10,4,6,2017-10-07 19:15:00,0
1100,애플(swee****),이번 베를린영화제 심사위원장이 홍씨같이 인성이 안 좋은 감독이었지..  그러니 상받았지.. 어림도 없는 일이었다. 우리나라에서는 제발 활동하지 말아라.,1,4,6,2017-07-18 00:30:00,0
1101,LETITBE(blue****),홍상수 만의 영화적 세계의 성숙함,10,4,6,2017-05-13 07:26:00,0
1102,gjdb****,극장에서 보고 싶은데 상영관이 너무 적어서 아쉽네요~,10,4,6,2017-04-14 00:45:00,0
1103,현이랑(imag****),사랑을 하려면 사회적 규범과 주위의 시선을 모두 감내해야 할까요?,2,4,6,2017-03-29 20:43:00,관람객
1104,다갱(mycu****),홍상수 영화중에 제일 어려웠던..,6,4,6,2017-03-27 10:58:00,관람객
1105,별명 없음(seuw****),김민희를 만나고 나서 오히려 홀가분해졌는지 예전보다 한 단계 올라선 것이 느껴진다 분명 기점이 될 작품으로 남을듯,10,6,8,2019-05-14 12:53:00,0
1106,짱(sang****),두분의 아름다운 사랑이야기. 넘 멋져요. 행복하세요. 화이팅~,10,6,8,2018-03-02 04:01:00,0
1107,풀빛평화(peac****),"해석하기 쉽지 않은 영화였는데김민희의 연기력에 빠져 보다보니 어느덧 끝났네요김민희의 노래하는 장면이 기억에 남고,,영화라는 세계는 사방으로 열려있구나,,느낍니다,,불륜이니 머니 그런 것은 지극히 개인의 일이라 논외합...",10,6,8,2017-04-30 14:05:00,0
1108,윤콴(typh****),사랑에 관한 솔직한 고백일까? 아니면 가해자의 피해자 코스프레일까?,8,6,8,2017-03-26 15:45:00,0
1109,dhoo****,영화를 영화로 못보는 머저리들 많네ㅋㅋ 정치인들이 이용해먹기 딱좋은 개돼지습성ㅋㅋ,9,7,9,2017-12-25 00:54:00,0
1110,clie****,"잘 안되는 사랑을, 잘 그리고. 사랑은 사람들의 보편적인 경험이고. 남자는 비겁하고. 최근의 한국 영화중 수작. 독일과 한국의 자연 경치의 수준이 극명하게 그려지고.",9,7,9,2017-03-27 15:16:00,0
1111,Plato(phil****),ㅇㅣ게 왜? 좋은데 ㅜㅜ,10,8,10,2017-06-09 05:14:00,0
1112,callas(vico****),"일장춘몽 같았던  사랑놀음에  몸과 마음은 피폐해 졌지만, 옷에 묻은 모래를 툭툭 털어내고 쓸쓸히 해변을 성큼성큼 걸어나가는 영희의 뒷 모습에서 희망을 보았습니다.",9,8,10,2017-03-28 00:12:00,0
1113,기다려(tomo****),화장기없는 수수한 모습이 너무도 매력적이다. 해변에서 다시 일어나시길,9,8,10,2017-03-27 23:44:00,0
1114,손블리(joey****),차라리 엄청 밝고 당당하게 축하받는 것으로 구성하시지요.누군가가 오히려 굉장히 주눅들어 있는 느낌입니다,4,8,10,2017-03-26 15:05:00,관람객
1115,김쟁(j_hy****),어쩔수없이 느껴지는 자기변명,8,9,11,2017-03-26 23:46:00,관람객
1116,뽀또타임(must****),작품으로 승부^^존경합니다.,10,14,16,2017-03-27 09:04:00,0
1117,0936****,극장에서 실소터뜨리고 욕할 사람들은 보지마세요. 여운이 크게남는 잘만든 영화입니다,10,17,19,2017-03-27 00:28:00,0
1118,웃어(yacu****),나는 이 영화를 지지한다.,10,18,20,2017-03-27 17:57:00,0
1119,sejh****,"전적으로 영화로만 보았을때 홍상수 감독의 영화 강점은 시작에는 관객을 압도하지는 못하나 흘러가는 드라마에서 롱테이크를 통해 서서히 관객을 사로잡는 힘이있다. 이번영화도 약간은 마찬가지!! 허나 드라마는좋으나  촬영,...",6,0,3,2017-05-14 15:06:00,0
1120,신동훈(spds****),네이버 페이 500원 주세용,7,0,3,2017-04-15 23:44:00,관람객
1121,wadi****,재미있었으나 이해하기 어렵기도했어요.,5,0,3,2017-04-15 10:20:00,관람객
1122,디비디비딥(rlwl****),보고나니까 머리아파요,6,0,3,2017-04-09 21:29:00,관람객
1123,바밤바(7tyc****),껍데기 번듯한놈이나 못생기고 머리 든것좀 있는거 같은놈이나 ....영화속 연기는 좋았어요 국어책 읽는거 같다는평있는데 원래 김민희씨 말투가 애같은 느낌으로 말하니까 자연스럽게  느껴졌음.초반에 나오는 아줌마 말투가 ...,8,1,4,2017-06-10 12:49:00,0
1124,귀요미(a097****),처음엔  지루했는데 잘보고왔어요,5,1,4,2017-06-06 20:41:00,관람객
1125,나라(leen****),글쎄.. 따른건 잘 모르겠구.. 적어도 영화 속에서 나오는 유부남의 아내와 김민희의 차이 정도는 조금 와닿았다.. 그냥 머랄까 아내는 너무 일상적인 것에 메여서 모 콩 골라내라 설거지해라 밥 뭐먹을지 정해라 이런것들...,6,1,4,2017-06-02 21:11:00,0
1126,Plst(stk8****),"냉철하게 담아내는 자기반성, 고백",8,1,4,2017-05-30 16:35:00,0
1127,ㅇㅇ(skyb****),기존의 홍상수 영화와는 다른 점이 등장합니다.,6,1,4,2017-05-24 14:34:00,관람객
1128,his will(invu****),콩 안볶을 거예요?우리?어쩔줄 몰라하는 정재영은 참 코믹요소야,6,1,4,2017-05-16 13:30:00,0
1129,김혜진(jine****),"불륜녀라는 꼬리보다는 배우가 먼저인 김민희를 느낀영화, 누가 비난할 자격은 있는건가?",8,1,4,2017-05-08 23:13:00,0
1130,룰루랄라(moon****),마지막에 김민희 횟집에서 나가고 문성근이 자기 스탭들한테 도입부 어떠냐고 괜찮냐고 물어볼때 소름돋았음 영화에 써먹기위한 유의미한 경험 정도로 느끼는건가 영희는 인생을 말아먹었는데ㅡ비척비척 걸어가는 영희 모습이 기억에...,7,1,4,2017-05-07 03:29:00,0
1131,소공녀(supn****),찌질함이 덜해져서 아쉽,7,1,4,2017-04-30 22:26:00,관람객
1132,유도리(whiz****),맥주맛이 더 좋아졌어.,7,1,4,2017-04-15 19:11:00,관람객
1133,케이(bros****),하하하하!!!! 이제부터 늙어보이신다고 인사 하고 싶다!,9,1,4,2017-04-14 16:09:00,관람객
1134,sjsjdkd(cact****),밤의 해변에서 혼자 홍상수 감독,8,1,4,2017-04-13 22:36:00,관람객
1135,김맑음(tnwl****),호접지몽의 꿈이 현실이 된,7,1,4,2017-04-13 12:42:00,관람객
1136,Hugo(roth****),김민희 연기가 좋아서 그러나 호소하는 건 싫었다,5,1,4,2017-04-07 22:22:00,관람객
1137,정영기(movi****),진담과 농담  거짓과 진실 가짜와 진짜의 차이는 무엇인가? 라는 물음,5,1,4,2017-04-06 23:17:00,관람객
